epsilon_over_mass_per_kg,floquet_growth_per_tau,stable,mode_analysis_success,worst_b1_over_b0,worst_b2_over_b1,worst_b2_over_b0,max_abs_beta,pseudopotential_valid,classification,classification_label
2.1288368559344070e+11,7.6401089058492713e-09,True,True,3.8201505402535141e-09,5.0003767409957400e-01,1.9102191908585981e-09,9.8267580744536781e-09,False,1,Stable; pseudopotential not valid
2.2522366200743488e+11,5.2012956715833024e-09,True,True,2.6007130910496423e-09,5.0003764674169460e-01,1.3004544538987816e-09,1.0107554271384210e-08,False,1,Stable; pseudopotential not valid
2.3827893521588858e+11,4.3452108011747830e-09,True,True,2.1726597617781095e-09,5.0003949307577145e-01,1.0864117395631203e-09,1.0396374119576034e-08,False,1,Stable; pseudopotential not valid
2.5209096798072488e+11,8.2688365574716936e-09,True,True,4.1345221174124664e-09,5.0003975220431329e-01,2.0674167490063477e-09,1.0693446894751931e-08,False,1,Stable; pseudopotential not valid
2.6670362648666608e+11,7.2191360696400855e-09,True,True,3.6096584609234213e-09,5.0003763862839112e-01,1.8049650930551404e-09,1.0999008421323736e-08,False,1,Stable; pseudopotential not valid
2.8216331965760004e+11,5.9676807006032901e-09,True,True,2.9839148821771250e-09,5.0003765208981399e-01,1.4920697917197034e-09,1.1313301262783981e-08,False,1,Stable; pseudopotential not valid
2.9851914654852820e+11,7.3031977745586163e-09,True,True,3.6516900262684093e-09,5.0003942579041749e-01,1.8259825564012771e-09,1.1636574913516279e-08,False,1,Stable; pseudopotential not valid
3.1582305228120746e+11,9.8706271777939111e-09,True,True,4.9354374464074666e-09,5.0003765917676080e-01,2.4679045674607201e-09,1.1969086306360819e-08,False,1,Stable; pseudopotential not valid
3.3412999301873584e+11,7.3330157567277787e-09,True,True,3.6666000700251672e-09,5.0003777690040119e-01,1.8334380129957995e-09,1.2311098469911329e-08,False,1,Stable; pseudopotential not valid
3.5349811050301093e+11,8.8162618111620100e-09,True,True,4.4082414562036856e-09,5.0003816399421386e-01,2.2042866554468460e-09,1.2662883823902960e-08,False,1,Stable; pseudopotential not valid
3.7398891670940753e+11,1.4790823891506629e-09,True,True,7.3956022950799614e-10,5.0003755571248054e-01,3.6980788946533950e-10,1.3024721325066874e-08,False,1,Stable; pseudopotential not valid
3.9566748920510645e+11,9.1061413733353939e-09,True,True,4.5531852351260351e-09,5.0003766869831123e-01,2.2767641301239947e-09,1.3396898209542506e-08,False,1,Stable; pseudopotential not valid
4.1860267783153705e+11,9.2235284339911052e-09,True,True,4.6118801755899101e-09,5.0003763495762332e-01,2.3061136557099272e-09,1.3779577673684840e-08,False,1,Stable; pseudopotential not valid
4.4286732336732031e+11,9.5961724579092726e-09,True,True,3.4865833871987204e-09,5.0003771207762437e-01,1.7434230394291410e-09,1.4173460337662329e-08,False,1,Stable; pseudopotential not valid
4.6853848886620361e+11,1.0533438213283053e-08,True,True,5.2668510520215614e-09,5.0003770691294414e-01,2.6336240998750212e-09,1.4578462087376896e-08,False,1,Stable; pseudopotential not valid
4.9569770440467969e+11,7.8733957301874444e-09,True,True,3.8300736408601933e-09,5.0003768362405077e-01,1.9151811108543897e-09,1.4995036522722611e-08,False,1,Stable; pseudopotential not valid
5.2443122601659985e+11,1.0499963300440592e-08,True,True,3.7103312377423587e-09,5.0003769637170048e-01,1.8553052784517015e-09,1.5423514477687636e-08,False,1,Stable; pseudopotential not valid
5.5483030963715454e+11,1.0993231551311723e-08,True,True,4.6226118972501288e-09,5.0003767208861849e-01,2.3114799672601359e-09,1.5864236041236953e-08,False,1,Stable; pseudopotential not valid
5.8699150092621838e+11,1.0893885939745831e-08,True,True,4.8013770331678850e-09,5.0003768782053160e-01,2.4008690960204104e-09,1.6317551070228799e-08,False,1,Stable; pseudopotential not valid
6.2101694189156030e+11,8.9557422056641124e-09,True,True,4.4779839836801561e-09,5.0003763930020284e-01,2.2391605400235431e-09,1.6783819418559529e-08,False,1,Stable; pseudopotential not valid
6.5701469528572070e+11,1.3426661546611531e-08,True,True,6.7134994474254358e-09,5.0003766046837628e-01,3.3570024725291799e-09,1.7263411222825502e-08,False,1,Stable; pseudopotential not valid
6.9509908780679407e+11,1.4223602708720392e-08,True,True,7.1119799865395964e-09,5.0003765435547876e-01,3.5562575793248199e-09,1.7756707196147612e-08,False,1,Stable; pseudopotential not valid
7.3539107319315088e+11,1.1259033041194608e-08,True,True,5.5781492098222346e-09,5.0003767072593952e-01,2.7892847378412502e-09,1.8264098930391728e-08,False,1,Stable; pseudopotential not valid
7.7801861636522827e+11,1.5310861352376303e-08,True,True,7.6556231696660560e-09,5.0003768801199033e-01,3.8280998551099562e-09,1.8785989120285435e-08,False,1,Stable; pseudopotential not valid
8.2311709983441479e+11,1.3222089974358944e-08,True,True,6.6112105885669906e-09,5.0003764947783569e-01,3.3058542029100166e-09,1.9322792316855898e-08,False,1,Stable; pseudopotential not valid
8.7082975366975488e+11,1.5116999061833688e-08,True,True,7.5586891097211608e-09,5.0003766061093036e-01,3.7796292197102845e-09,1.9874934388907131e-08,False,1,Stable; pseudopotential not valid
9.2130811038804089e+11,1.5817581786488794e-08,True,True,7.9089899434716151e-09,5.0003766602740729e-01,3.9547928719677819e-09,2.0442853728691194e-08,False,1,Stable; pseudopotential not valid
9.7471248621194507e+11,1.6150168838878988e-08,True,True,8.0752875579521448e-09,5.0003765506176101e-01,4.0379478544278046e-09,2.1027001166147982e-08,False,1,Stable; pseudopotential not valid
1.0312124902247031e+12,1.5774711304101776e-08,True,True,7.8875532861748713e-09,5.0003766807279859e-01,3.9440737520188219e-09,2.1627840413525984e-08,False,1,Stable; pseudopotential not valid
1.0909875630383668e+12,1.7015663595437133e-08,True,True,8.5080451878645212e-09,5.0003766924347026e-01,4.2543430855578978e-09,2.2245848433490102e-08,False,1,Stable; pseudopotential not valid
1.1542275466863635e+12,1.8035877978330579e-08,True,True,9.0181656951988849e-09,5.0003767223536688e-01,4.5094223766645780e-09,2.2881515817747558e-08,False,1,Stable; pseudopotential not valid
1.2211332875503826e+12,1.8730127576452382e-08,True,True,9.3652994443605177e-09,5.0003767992456927e-01,4.6830019749345715e-09,2.3535347176492940e-08,False,1,Stable; pseudopotential not valid
1.2919172742363928e+12,1.9656499411067115e-08,True,True,9.8284965098393066e-09,5.0003769091228079e-01,4.9146184727669350e-09,2.4207861538981817e-08,False,1,Stable; pseudopotential not valid
1.3668043124256636e+12,1.9417129608210032e-08,True,True,9.7088086911895981e-09,5.0003765649790777e-01,4.8547698242432721e-09,2.4899592765550135e-08,False,1,Stable; pseudopotential not valid
1.4460322388440732e+12,1.9344084569769002e-08,True,True,9.6722851913630189e-09,5.0003767418232026e-01,4.8365068526624592e-09,2.5611089971407383e-08,False,1,Stable; pseudopotential not valid
1.5298526766172571e+12,2.1080202459871064e-08,True,True,1.0540365802060827e-08,5.0003766698279650e-01,5.2705797441293583e-09,2.6342917962539326e-08,False,1,Stable; pseudopotential not valid
1.6185318344104697e+12,2.1714846552361425e-08,True,True,1.0857695675013073e-08,5.0003768572818996e-01,5.4292568547444071e-09,2.7095657684066256e-08,False,1,Stable; pseudopotential not valid
1.7123513518913308e+12,2.1111617079093853e-08,True,True,1.0556073274881614e-08,5.0003766401352956e-01,5.2784338962223600e-09,2.7869906681413353e-08,False,1,Stable; pseudopotential not valid
1.8116091942004133e+12,2.2758669398438018e-08,True,True,1.1379620899984024e-08,5.0003766719035114e-01,5.6902387627359998e-09,2.8666279574658607e-08,False,1,Stable; pseudopotential not valid
1.9166205982706221e+12,2.3417337628904327e-08,True,True,1.1708962775820979e-08,5.0003767372296748e-01,5.8549223648653532e-09,2.9485408546434914e-08,False,1,Stable; pseudopotential not valid
2.0277190740007117e+12,2.4399194858158773e-08,True,True,1.2199904003341554e-08,5.0003766576037290e-01,6.1004109454374565e-09,3.0327943843774184e-08,False,1,Stable; pseudopotential not valid
2.1452574634626509e+12,2.4247528423466808e-08,True,True,1.2124069233202046e-08,5.0003765892222296e-01,6.0624908195934173e-09,3.1194554294291168e-08,False,1,Stable; pseudopotential not valid
2.2696090615068071e+12,2.6498203519350855e-08,True,True,1.3249435099749286e-08,5.0003768277353244e-01,6.6252161355847897e-09,3.2085927837117103e-08,False,1,Stable; pseudopotential not valid
2.4011688013239116e+12,2.6359156606763384e-08,True,True,1.3179909645700173e-08,5.0003766099582148e-01,6.5904508001199383e-09,3.3002772069004778e-08,False,1,Stable; pseudopotential not valid
2.5403545087291421e+12,2.7091482441238910e-08,True,True,1.3546081904176977e-08,5.0003766400032967e-01,6.7735507446407190e-09,3.3945814806038192e-08,False,1,Stable; pseudopotential not valid
2.6876082291516943e+12,2.7440210088677024e-08,True,True,1.3720450552860920e-08,5.0003768180438168e-01,6.8607415883280462e-09,3.4915804661392763e-08,False,1,Stable; pseudopotential not valid
2.8433976315445400e+12,2.9091268318869436e-08,True,True,1.4545999488974076e-08,5.0003767263687149e-01,7.2735472425426747e-09,3.5913511639605318e-08,False,1,Stable; pseudopotential not valid
3.0082174936727988e+12,2.9893675825237594e-08,True,True,1.4947213170312458e-08,5.0003767165018953e-01,7.4741693919477382e-09,3.6939727747824380e-08,False,1,Stable; pseudopotential not valid
3.1825912734981836e+12,3.0311046547606914e-08,True,True,1.5155904508806474e-08,5.0003767550386458e-01,7.5785224519326632e-09,3.7995267624527490e-08,False,1,Stable; pseudopotential not valid
3.3670727716499673e+12,3.1316377801775512e-08,True,True,1.5658582379465589e-08,5.0003768142126759e-01,7.8298805604489724e-09,3.9080969186203350e-08,False,1,Stable; pseudopotential not valid
3.5622478902624512e+12,3.1342058233857018e-08,True,True,1.5671423169329008e-08,5.0003765654045496e-01,7.8363013092069006e-09,4.0197694292513149e-08,False,1,Stable; pseudopotential not valid
3.7687364937648774e+12,3.3335178915090864e-08,True,True,1.6668008743982433e-08,5.0003767615744721e-01,8.3346315479856472e-09,4.1346329430457995e-08,False,1,Stable; pseudopotential not valid
3.9871943775335303e+12,3.4205445870011681e-08,True,True,1.7103153667195078e-08,5.0003767303687896e-01,8.5522201826510151e-09,4.2527786418096958e-08,False,1,Stable; pseudopotential not valid
4.2183153506584424e+12,3.5096808732640054e-08,True,True,1.7548845728334942e-08,5.0003768203210619e-01,8.7750831687530365e-09,4.3743003128373244e-08,False,1,Stable; pseudopotential not valid
4.4628334394391953e+12,3.5966668077038415e-08,True,True,1.7983786278688271e-08,5.0003767216893868e-01,8.9925698435403820e-09,4.4992944233623069e-08,False,1,Stable; pseudopotential not valid
4.7215252186083975e+12,3.7187113983797164e-08,True,True,1.8594024602421726e-08,5.0003767313267411e-01,9.2977120987073706e-09,4.6278601971359519e-08,False,1,Stable; pseudopotential not valid
4.9952122776861719e+12,3.8371009167922289e-08,True,True,1.9185986946919092e-08,5.0003767552648737e-01,9.5937154976990566e-09,4.7600996931937395e-08,False,1,Stable; pseudopotential not valid
5.2847638302990918e+12,3.9610986213220499e-08,True,True,1.9805991251459947e-08,5.0003768144748295e-01,9.9037408110942959e-09,4.8961178868726038e-08,False,1,Stable; pseudopotential not valid
5.5910994747503242e+12,4.0534950660873690e-08,True,True,2.0267985974101407e-08,5.0003768911364432e-01,1.0134755418909947e-08,5.0360227531432447e-08,False,1,Stable; pseudopotential not valid
5.9151921146084912e+12,4.2151559109089288e-08,True,True,2.1076309019651176e-08,5.0003767648590547e-01,1.0538947813571770e-08,5.1799253523236085e-08,False,1,Stable; pseudopotential not valid
6.2580710485908174e+12,4.3427117848177358e-08,True,True,2.1714102760659100e-08,5.0003770265206759e-01,1.0857869553249805e-08,5.3279399429674358e-08,False,1,Stable; pseudopotential not valid
6.6208252395540059e+12,4.4038813914545594e-08,True,True,2.2019961307701459e-08,5.0003769203462189e-01,1.1010809128262487e-08,5.4801839489170224e-08,False,1,Stable; pseudopotential not valid
7.0046067729745791e+12,4.5948057223052929e-08,True,True,2.2974607198788739e-08,5.0003768037172147e-01,1.1488167876500529e-08,5.6367782998348007e-08,False,1,Stable; pseudopotential not valid
7.4106345159030723e+12,4.7276332290046520e-08,True,True,2.3638760950452904e-08,5.0003769308967150e-01,1.1820269926367093e-08,5.7978472798832673e-08,False,1,Stable; pseudopotential not valid
7.8401979880125225e+12,4.8451415534545597e-08,True,True,2.4226317644556643e-08,5.0003768214275157e-01,1.2114070409022371e-08,5.9635187500340398e-08,False,1,Stable; pseudopotential not valid
8.2946614570351582e+12,4.9520556281741444e-08,True,True,2.4760901362204133e-08,5.0003769314050706e-01,1.2381382258088411e-08,6.1339242248415303e-08,False,1,Stable; pseudopotential not valid
8.7754682715947139e+12,5.1320476772033413e-08,True,True,2.5660884844592530e-08,5.0003768153438832e-01,1.2831407556335303e-08,6.3091989768428323e-08,False,1,Stable; pseudopotential not valid
9.2841454451947637e+12,5.2836456884846600e-08,True,True,2.6418893703246291e-08,5.0003769141466481e-01,1.3210440666982367e-08,6.4894821439407327e-08,False,1,Stable; pseudopotential not valid
9.8223085059216895e+12,5.3472149153989493e-08,True,True,2.6736747896394380e-08,5.0003768422199579e-01,1.3369379605409815e-08,6.6749168398552293e-08,False,1,Stable; pseudopotential not valid
1.0391666627264613e+13,5.5990682042062081e-08,True,True,2.7996045839859934e-08,5.0003768817569694e-01,1.3999075908504422e-08,6.8656502677310902e-08,False,1,Stable; pseudopotential not valid
1.0994028056347682e+13,5.6641008811860275e-08,True,True,2.8321217006272341e-08,5.0003769219371197e-01,1.4161674100929316e-08,7.0618338369918147e-08,False,1,Stable; pseudopotential not valid
1.1631305856813811e+13,5.8953287760242319e-08,True,True,2.9477386123678491e-08,5.0003769261790354e-01,1.4739801678373612e-08,7.2636232835324633e-08,False,1,Stable; pseudopotential not valid
1.2305523984600006e+13,6.0411981746349287e-08,True,True,3.0206751426964801e-08,5.0003769456616831e-01,1.5104511869282387e-08,7.4711787933472113e-08,False,1,Stable; pseudopotential not valid
1.3018823715899295e+13,6.2366494701391001e-08,True,True,3.1184032906537826e-08,5.0003769280045873e-01,1.5593189080169405e-08,7.6846651296892795e-08,False,1,Stable; pseudopotential not valid
1.3773470447725207e+13,6.3926871479370934e-08,True,True,3.1964240828153064e-08,5.0003770035581296e-01,1.5983322463522642e-08,7.9042517638645819e-08,False,1,Stable; pseudopotential not valid
1.4571860892676297e+13,6.6108346415436888e-08,True,True,3.3055006305193901e-08,5.0003769824474820e-01,1.6528746106041309e-08,8.1301130097626771e-08,False,1,Stable; pseudopotential not valid
1.5416530690751090e+13,6.8156290583042316e-08,True,True,3.4079003407013739e-08,5.0003770425057503e-01,1.7040783420004745e-08,8.3624281622318900e-08,False,1,Stable; pseudopotential not valid
1.6310162462388115e+13,7.0108321386205051e-08,True,True,3.5055043918757516e-08,5.0003769559536959e-01,1.7528840039525899e-08,8.6013816394085162e-08,False,1,Stable; pseudopotential not valid
1.7255594328306867e+13,7.1994576695851239e-08,True,True,3.5998195023832776e-08,5.0003770219686638e-01,1.8000451182264342e-08,8.8471631291129656e-08,False,1,Stable; pseudopotential not valid
1.8255828923208672e+13,7.4158169018115387e-08,True,True,3.7080018547950422e-08,5.0003770678181703e-01,1.8541403969498771e-08,9.0999677394291879e-08,False,1,Stable; pseudopotential not valid
1.9314042931963281e+13,7.6001087913677134e-08,True,True,3.8001501926003796e-08,5.0003769868290315e-01,1.9002179712435717e-08,9.3599961535867395e-08,False,1,Stable; pseudopotential not valid
2.0433597178569395e+13,7.8358123758601810e-08,True,True,3.9180049145442059e-08,5.0003771199864067e-01,1.9591497825636630e-08,9.6274547892687631e-08,False,1,Stable; pseudopotential not valid
2.1618047299928875e+13,8.0487575548221911e-08,True,True,4.0244801952451187e-08,5.0003770582453455e-01,2.0123914111296276e-08,9.9025559624718554e-08,False,1,Stable; pseudopotential not valid
2.2871155038335824e+13,8.2729315222523460e-08,True,True,4.1365700672066597e-08,5.0003771415422682e-01,2.0684405544332378e-08,1.0185518056048439e-07,False,1,Stable; pseudopotential not valid
2.4196900188543637e+13,8.5289670112274507e-08,True,True,4.2645910046315584e-08,5.0003771269815656e-01,2.1324558449493219e-08,1.0476565693064976e-07,False,1,Stable; pseudopotential not valid
2.5599493237353570e+13,8.7530486331968074e-08,True,True,4.3766346934785449e-08,5.0003771001160657e-01,2.1884818685967010e-08,1.0775929915113987e-07,False,1,Stable; pseudopotential not valid
2.7083388735867430e+13,8.9988976809662560e-08,True,True,4.4995623168913627e-08,5.0003771829849264e-01,2.2499502872757142e-08,1.1083848365721155e-07,False,1,Stable; pseudopotential not valid
2.8653299446873609e+13,9.2442723013025676e-08,True,True,4.6222527397940229e-08,5.0003771792414142e-01,2.3113001371997101e-08,1.1400565478993248e-07,False,1,Stable; pseudopotential not valid
3.0314211312298523e+13,9.5585657448153518e-08,True,True,4.7794034409094846e-08,5.0003771994854995e-01,2.3898813624875135e-08,1.1726332673656752e-07,False,1,Stable; pseudopotential not valid
3.2071399288257246e+13,9.8115777325580488e-08,True,True,4.9059126067704392e-08,5.0003771919762063e-01,2.4531407055338033e-08,1.2061408552640709e-07,False,1,Stable; pseudopotential not valid
3.3930444097997602e+13,1.0112382173773278e-07,True,True,5.0563187380894197e-08,5.0003772118080192e-01,2.5283493912961148e-08,1.2406059108363062e-07,False,1,Stable; pseudopotential not valid
3.5897249955940430e+13,1.0388610778072140e-07,True,True,5.1944364859704423e-08,5.0003772565178151e-01,2.5974134757405282e-08,1.2760557933882535e-07,False,1,Stable; pseudopotential not valid
3.7978063319109703e+13,1.0680629938117574e-07,True,True,5.3404497707665411e-08,5.0003772593035289e-01,2.6704255818828623e-08,1.3125186440084407e-07,False,1,Stable; pseudopotential not valid
4.0179492725503969e+13,1.0992616773446481e-07,True,True,5.4964471633007656e-08,5.0003772742360320e-01,2.7484301235357984e-08,1.3500234079072164e-07,False,1,Stable; pseudopotential not valid
4.2508529782415227e+13,1.1298406876688535e-07,True,True,5.6493460945615965e-08,5.0003773001191687e-01,2.8248853341491940e-08,1.3885998573942491e-07,False,1,Stable; pseudopotential not valid
4.4972571371352734e+13,1.1630339614402935e-07,True,True,5.8153166807190626e-08,5.0003773097075399e-01,2.9078768547414435e-08,1.4282786155126028e-07,False,1,Stable; pseudopotential not valid
4.7579443140094141e+13,1.1961391533241367e-07,True,True,5.9808468118353775e-08,5.0003773218949765e-01,2.9906481085953649e-08,1.4690911803481579e-07,False,1,Stable; pseudopotential not valid
5.0337424356470773e+13,1.2316470162221286e-07,True,True,6.1583906884837623e-08,5.0003773522545514e-01,3.0794267083090451e-08,1.5110699500336395e-07,False,1,Stable; pseudopotential not valid
5.3255274202824414e+13,1.2653306921022553e-07,True,True,6.3268134088649890e-08,5.0003773787039396e-01,3.1636443604019259e-08,1.5542482484671486e-07,False,1,Stable; pseudopotential not valid
5.6342259594643914e+13,1.3021812269585623e-07,True,True,6.5110706794722732e-08,5.0003774040873783e-01,3.2557799234723297e-08,1.5986603517655989e-07,False,1,Stable; pseudopotential not valid
5.9608184611729695e+13,1.3393913384930876e-07,True,True,6.6971260282705877e-08,5.0003774492543052e-01,3.3488145605008329e-08,1.6443415154740179e-07,False,1,Stable; pseudopotential not valid
6.3063421635362000e+13,1.3785491236064276e-07,True,True,6.8929199117236575e-08,5.0003774837117487e-01,3.4467188538495969e-08,1.6913280025523773e-07,False,1,Stable; pseudopotential not valid
6.6718944290359258e+13,1.4181169783840521e-07,True,True,7.0907641910894900e-08,5.0003775158506580e-01,3.5456484264390739e-08,1.7396571121621188e-07,False,1,Stable; pseudopotential not valid
7.0586362296650078e+13,1.4583471008912559e-07,True,True,7.2919200252793506e-08,5.0003775189524691e-01,3.6462338338807118e-08,1.7893672092752585e-07,False,1,Stable; pseudopotential not valid
7.4677958341044562e+13,1.5011246890821460e-07,True,True,7.5058133960950636e-08,5.0003775798848193e-01,3.7531885298390670e-08,1.8404977551295404e-07,False,1,Stable; pseudopotential not valid
7.9006727086309672e+13,1.5420263327403264e-07,True,True,7.7103268283078164e-08,5.0003775684614027e-01,3.8554529185647582e-08,1.8930893385538709e-07,False,1,Stable; pseudopotential not valid
8.3586416441433766e+13,1.5863717536657822e-07,True,True,7.9320595624464187e-08,5.0003776227508989e-01,3.9663275948657652e-08,1.9471837081888141e-07,False,1,Stable; pseudopotential not valid
8.8431571224160656e+13,1.6322745317749942e-07,True,True,8.1615793576989762e-08,5.0003776536802058e-01,4.0810960638013129e-08,2.0028238056278372e-07,False,1,Stable; pseudopotential not valid
9.3557579354453047e+13,1.6791957491521746e-07,True,True,8.3961914526833384e-08,5.0003776823300106e-01,4.1984108991338677e-08,2.0600537995054963e-07,False,1,Stable; pseudopotential not valid
9.8980720725601453e+13,1.7272496144613956e-07,True,True,8.6364668536312469e-08,5.0003777134323402e-01,4.3185576004683852e-08,2.1189191205597331e-07,False,1,Stable; pseudopotential not valid
1.0471821890818506e+14,1.7761192286683790e-07,True,True,8.8808211778361903e-08,5.0003777585093612e-01,4.4407439179405045e-08,2.1794664976960253e-07,False,1,Stable; pseudopotential not valid
1.1078829585109523e+14,1.8277090898228764e-07,True,True,9.1387771157976185e-08,5.0003777745161182e-01,4.5697315158419096e-08,2.2417439950820778e-07,False,1,Stable; pseudopotential not valid
1.1721022975334842e+14,1.8788828009580600e-07,True,True,9.3946522131635763e-08,5.0003778133344423e-01,4.6976786248356839e-08,2.3058010503024747e-07,False,1,Stable; pseudopotential not valid
1.2400441629048536e+14,1.9329549984682481e-07,True,True,9.6650201644136260e-08,5.0003778530543908e-01,4.8328726961635321e-08,2.3716885136035906e-07,False,1,Stable; pseudopotential not valid
1.3119243339001106e+14,1.9877353465311667e-07,True,True,9.9389289418050815e-08,5.0003778994541659e-01,4.9698373351408634e-08,2.4394586882599191e-07,False,1,Stable; pseudopotential not valid
1.3879710976159017e+14,2.0454195064053284e-07,True,True,1.0227357127818583e-07,5.0003779363771739e-01,5.1140622153517872e-08,2.5091653720938211e-07,False,1,Stable; pseudopotential not valid
1.4684259739965912e+14,2.1038654089905450e-07,True,True,1.0519594153039072e-07,5.0003779576568130e-01,5.2601916430719817e-08,2.5808639001817429e-07,False,1,Stable; pseudopotential not valid
1.5535444828870284e+14,2.1619411380101113e-07,True,True,1.0809980218454958e-07,5.0003779995566455e-01,5.4053955230351508e-08,2.6546111887806895e-07,False,1,Stable; pseudopotential not valid
1.6435969555482188e+14,2.2257606383804440e-07,True,True,1.1129085914450430e-07,5.0003780584823798e-01,5.5649603156398792e-08,2.7304657805099234e-07,False,1,Stable; pseudopotential not valid
1.7388693932131300e+14,2.2892875867280943e-07,True,True,1.1446728847096186e-07,5.0003780738947934e-01,5.7237936194958343e-08,2.8084878908236954e-07,False,1,Stable; pseudopotential not valid
1.8396643754093959e+14,2.3527593031632862e-07,True,True,1.1764095588397204e-07,5.0003781409603565e-01,5.8824888405718812e-08,2.8887394558119302e-07,False,1,Stable; pseudopotential not valid
1.9463020209336838e+14,2.4218630575881904e-07,True,True,1.2109623269674234e-07,5.0003781779501943e-01,6.0552655720684767e-08,2.9712841813667818e-07,False,1,Stable; pseudopotential not valid
2.0591210045297150e+14,2.4901342727048136e-07,True,True,1.2450988111875644e-07,5.0003782523168361e-01,6.2259607577710649e-08,3.0561875937541194e-07,False,1,Stable; pseudopotential not valid
2.1784796324989012e+14,2.5609984293557201e-07,True,True,1.2805318030831786e-07,5.0003782833751576e-01,6.4031389101311395e-08,3.1435170916300954e-07,False,1,Stable; pseudopotential not valid
2.3047569806595319e+14,2.6355669147379542e-07,True,True,1.3178170135246003e-07,5.0003783185278372e-01,6.5895788707457106e-08,3.2333419995440005e-07,False,1,Stable; pseudopotential not valid
2.4383540982688266e+14,2.7108309702472709e-07,True,True,1.3554500141997507e-07,5.0003783715662775e-01,6.7777579120499352e-08,3.3257336229700473e-07,False,1,Stable; pseudopotential not valid
2.5796952817311747e+14,2.7880304781547385e-07,True,True,1.3940507617538874e-07,5.0003784289238529e-01,6.9707760333051761e-08,3.4207653049115556e-07,False,1,Stable; pseudopotential not valid
2.7292294221380128e+14,2.8670305610120430e-07,True,True,1.4335518266139861e-07,5.0003784867786927e-01,7.1682960562648975e-08,3.5185124841226750e-07,False,1,Stable; pseudopotential not valid
2.8874314309189044e+14,2.9498380683762876e-07,True,True,1.4749566534030598e-07,5.0003785383331301e-01,7.3753356158707392e-08,3.6190527549937262e-07,False,1,Stable; pseudopotential not valid
3.0548037481316544e+14,3.0341500190447213e-07,True,True,1.5171137237498614e-07,5.0003785965485903e-01,7.5861366757171259e-08,3.7224659291477529e-07,False,1,Stable; pseudopotential not valid
3.2318779381816800e+14,3.1196971756739491e-07,True,True,1.5598884112228743e-07,5.0003786550159035e-01,7.8000260584048329e-08,3.8288340987971685e-07,False,1,Stable; pseudopotential not valid
3.4192163780386175e+14,3.2101511703218907e-07,True,True,1.6051165824279141e-07,5.0003787247212983e-01,8.0261837274160569e-08,3.9382417019108386e-07,False,1,Stable; pseudopotential not valid
3.6174140433116544e+14,3.3016689274945846e-07,True,True,1.6508766463064173e-07,5.0003787872401362e-01,8.2550010752466157e-08,4.0507755892432069e-07,False,1,Stable; pseudopotential not valid
3.8271003978562844e+14,3.3961026877915133e-07,True,True,1.6980947593739060e-07,5.0003788420815731e-01,8.4911091953687337e-08,4.1665250932788207e-07,False,1,Stable; pseudopotential not valid
4.0489413929136781e+14,3.4931242717862142e-07,True,True,1.7466068187394365e-07,5.0003789108932606e-01,8.7336875181948546e-08,4.2855820991469530e-07,False,1,Stable; pseudopotential not valid
4.2836415821316488e+14,3.5927402241094136e-07,True,True,1.7964160846100898e-07,5.0003789763909279e-01,8.9827523650391991e-08,4.4080411175624585e-07,False,1,Stable; pseudopotential not valid
4.5319463591846906e+14,3.6954302769182902e-07,True,True,1.8477624549015933e-07,5.0003790556186611e-01,9.2395033028677705e-08,4.5339993598510265e-07,False,1,Stable; pseudopotential not valid
4.7946443250994119e+14,3.8014507278937466e-07,True,True,1.9007740672996773e-07,5.0003791310797119e-01,9.5045810363344698e-08,4.6635568151181627e-07,False,1,Stable; pseudopotential not valid
5.0725697928039256e+14,3.9098928975875358e-07,True,True,1.9549965699772391e-07,5.0003792026358829e-01,9.7757137072778421e-08,4.7968163296233182e-07,False,1,Stable; pseudopotential not valid
5.3666054368554762e+14,4.0216643085291032e-07,True,True,2.0108837406770463e-07,5.0003792735044017e-01,1.0055170274010012e-07,4.9338836884220259e-07,False,1,Stable; pseudopotential not valid
5.6776850967617862e+14,4.1363625733685285e-07,True,True,2.0682343767007294e-07,5.0003793582769140e-01,1.0341944701118024e-07,5.0748676993410336e-07,False,1,Stable; pseudopotential not valid
6.0067967427989788e+14,4.2545007174010312e-07,True,True,2.1273049998103540e-07,5.0003794378216349e-01,1.0637319745219629e-07,5.2198802793528650e-07,False,1,Stable; pseudopotential not valid
6.3549856137458862e+14,4.3760734004530324e-07,True,True,2.1880929433698101e-07,5.0003795191266687e-01,1.0941281972002316e-07,5.3690365434186569e-07,False,1,Stable; pseudopotential not valid
6.7233575364993350e+14,4.5012132008916592e-07,True,True,2.2506644833236627e-07,5.0003796027153491e-01,1.1254162873827572e-07,5.5224548958695194e-07,False,1,Stable; pseudopotential not valid
7.1130824381139100e+14,4.6298501695190184e-07,True,True,2.3149846635320535e-07,5.0003796817627355e-01,1.1575787559098944e-07,5.6802571243991471e-07,False,1,Stable; pseudopotential not valid
7.5253980614198338e+14,4.7623193718979992e-07,True,True,2.3812210172893846e-07,5.0003797848469800e-01,1.1906993861174324e-07,5.8425684967422597e-07,False,1,Stable; pseudopotential not valid
7.9616138960197000e+14,4.8981096762364455e-07,True,True,2.4491179627671528e-07,5.0003798708613323e-01,1.2246503720290251e-07,6.0095178601155190e-07,False,1,Stable; pseudopotential not valid
