epsilon_over_mass_per_kg,floquet_growth_per_tau,stable,mode_analysis_success,worst_b1_over_b0,worst_b2_over_b1,worst_b2_over_b0,max_abs_beta,pseudopotential_valid,classification,classification_label
8.4231153371486312e+14,5.0381408624348206e-07,True,True,2.5191354096148585e-07,5.0003799786550840e-01,1.2596616821478255e-07,6.1812377435000154e-07,False,1,Stable; pseudopotential not valid
8.9113680856061275e+14,5.1823297020208144e-07,True,True,2.5912317394437644e-07,5.0003800808521570e-01,1.2957125108821478e-07,6.3578644628463756e-07,False,1,Stable; pseudopotential not valid
9.4279228027337238e+14,5.3305930308384662e-07,True,True,2.6653653739948095e-07,5.0003801726609420e-01,1.3327820653544906e-07,6.5395382292861746e-07,False,1,Stable; pseudopotential not valid
9.9744200352218300e+14,5.4825190915914335e-07,True,True,2.7413304169196144e-07,5.0003802806746755e-01,1.3707673915331798e-07,6.7264032604352414e-07,False,1,Stable; pseudopotential not valid
1.0552595425387570e+15,5.6392724870234020e-07,True,True,2.8197092026356826e-07,5.0003803852792594e-01,1.4099596771464187e-07,6.9186078948777192e-07,False,1,Stable; pseudopotential not valid
1.1164285223470048e+15,5.8007031977049492e-07,True,True,2.9004267180320309e-07,5.0003804890764358e-01,1.4503214064319257e-07,7.1163047099211506e-07,False,1,Stable; pseudopotential not valid
1.1811432119450735e+15,5.9661987510185860e-07,True,True,2.9831767013066744e-07,5.0003806106818960e-01,1.4916994480622699e-07,7.3196506427166099e-07,False,1,Stable; pseudopotential not valid
1.2496091412919892e+15,6.1366481315605099e-07,True,True,3.0684036749436217e-07,5.0003807263208933e-01,1.5343160706133360e-07,7.5288071148397222e-07,False,1,Stable; pseudopotential not valid
1.3220437540584350e+15,6.3119539529708443e-07,True,True,3.1560589412826994e-07,5.0003808419872608e-01,1.5781469291484681e-07,7.7439401604314632e-07,False,1,Stable; pseudopotential not valid
1.3986770982147618e+15,6.4922325440575921e-07,True,True,3.2462006588604340e-07,5.0003809654743936e-01,1.6232211003462680e-07,7.9652205580007045e-07,False,1,Stable; pseudopotential not valid
1.4797525566494898e+15,6.6778237561324402e-07,True,True,3.3389987576811707e-07,5.0003810891287381e-01,1.6696235617071298e-07,8.1928239659927806e-07,False,1,Stable; pseudopotential not valid
1.5655276201387368e+15,6.8685900521902185e-07,True,True,3.4343844764945821e-07,5.0003812276791193e-01,1.7173199263086219e-07,8.4269310622321041e-07,False,1,Stable; pseudopotential not valid
1.6562747051213832e+15,7.0648771907528784e-07,True,True,3.5325307024005097e-07,5.0003813613563264e-01,1.7663966378911383e-07,8.6677276873490051e-07,False,1,Stable; pseudopotential not valid
1.7522820188773358e+15,7.2668049685914376e-07,True,True,3.6334973258954093e-07,5.0003815017391773e-01,1.8168836499263720e-07,8.9154049923052998e-07,False,1,Stable; pseudopotential not valid
1.8538544748564550e+15,7.4743977561055237e-07,True,True,3.7372965309587048e-07,5.0003816404330648e-01,1.8687870582268060e-07,9.1701595901350133e-07,False,1,Stable; pseudopotential not valid
1.9613146610653465e+15,7.6880501760820030e-07,True,True,3.8441256508052316e-07,5.0003817795651384e-01,1.9222055267708047e-07,9.4321937120212757e-07,False,1,Stable; pseudopotential not valid
2.0750038645874460e+15,7.9079616313276656e-07,True,True,3.9540843729637292e-07,5.0003819409456152e-01,1.9771889102443179e-07,9.7017153678329745e-07,False,1,Stable; pseudopotential not valid
2.1952831554902562e+15,8.1336492824796652e-07,True,True,4.0669312810305391e-07,5.0003820864084836e-01,2.0336164875249651e-07,9.9789385112486435e-07,False,1,Stable; pseudopotential not valid
2.3225345335621375e+15,8.3661306713060976e-07,True,True,4.1831751595996757e-07,5.0003822489244398e-01,2.0917426696230588e-07,1.0264083209598801e-06,False,1,Stable; pseudopotential not valid
2.4571621415206820e+15,8.6050535699229635e-07,True,True,4.3026398878182820e-07,5.0003824064885827e-01,2.1514793944878935e-07,1.0557375818561476e-06,False,1,Stable; pseudopotential not valid
2.5995935485456025e+15,8.8510674132411790e-07,True,True,4.4256501886702177e-07,5.0003825803143687e-01,2.2129890272863414e-07,1.0859049161849425e-06,False,1,Stable; pseudopotential not valid
2.7502811082127400e+15,9.1039382196001320e-07,True,True,4.5520890837574754e-07,5.0003827480060292e-01,2.2762130776669420e-07,1.1169342716032041e-06,False,1,Stable; pseudopotential not valid
2.9097033951418265e+15,9.3640691108837732e-07,True,True,4.6821581277713504e-07,5.0003829294308155e-01,2.3412523299913710e-07,1.1488502800638495e-06,False,1,Stable; pseudopotential not valid
3.0783667249206080e+15,9.6316554110656054e-07,True,True,4.8159549869602121e-07,5.0003831151379863e-01,2.4081556223803140e-07,1.1816782773692805e-06,False,1,Stable; pseudopotential not valid
3.2568067621327185e+15,9.9069349968640048e-07,True,True,4.9535986016508252e-07,5.0003832973811624e-01,2.4769824277624069e-07,1.2154443232836432e-06,False,1,Stable; pseudopotential not valid
3.4455902215961465e+15,1.0190019053171185e-06,True,True,5.0951445794297910e-07,5.0003834938414593e-01,2.5477605485626364e-07,1.2501752222197852e-06,False,1,Stable; pseudopotential not valid
3.6453166682153865e+15,1.0481158213976799e-06,True,True,5.2407182315200414e-07,5.0003836901274867e-01,2.6205526455438087e-07,1.2858985445173316e-06,False,1,Stable; pseudopotential not valid
3.8566204211634720e+15,1.0780686179030795e-06,True,True,5.3904864147978296e-07,5.0003838941647427e-01,2.6954421562025635e-07,1.3226426483287722e-06,False,1,Stable; pseudopotential not valid
4.0801725684415530e+15,1.1088650283762413e-06,True,True,5.5444727955975603e-07,5.0003841061066268e-01,2.7724409134103069e-07,1.3604367021309539e-06,False,1,Stable; pseudopotential not valid
4.3166830982138840e+15,1.1405555884366033e-06,True,True,5.7029300676427233e-07,5.0003843196770703e-01,2.8516752680759158e-07,1.3993107078797952e-06,False,1,Stable; pseudopotential not valid
4.5669031536876320e+15,1.1731431769859480e-06,True,True,5.8658726205537603e-07,5.0003845396390190e-01,2.9331524173283261e-07,1.4392955248266864e-06,False,1,Stable; pseudopotential not valid
4.8316274186983720e+15,1.2066671674528889e-06,True,True,6.0334973384003836e-07,5.0003847648654143e-01,3.0169708105606432e-07,1.4804228940153879e-06,False,1,Stable; pseudopotential not valid
5.1116966415781850e+15,1.2411559357743558e-06,True,True,6.2059460940905303e-07,5.0003850026517760e-01,3.1032013877518519e-07,1.5227254634789512e-06,False,1,Stable; pseudopotential not valid
5.4080003053217420e+15,1.2766119724958275e-06,True,True,6.3832313420532465e-07,5.0003852438882523e-01,3.1918503797678832e-07,1.5662368141566213e-06,False,1,Stable; pseudopotential not valid
5.7214794525307560e+15,1.3130958439936345e-06,True,True,6.5656559327151388e-07,5.0003854887513488e-01,3.2830692166195710e-07,1.6109914865513059e-06,False,1,Stable; pseudopotential not valid
6.0531296741086430e+15,1.3506182389358140e-06,True,True,6.7532733072381470e-07,5.0003857456407419e-01,3.3768846201897723e-07,1.6570250081487763e-06,False,1,Stable; pseudopotential not valid
6.4040042711972830e+15,1.3892081466656771e-06,True,True,6.9462284231846125e-07,5.0003860050691307e-01,3.4733690778211829e-07,1.7043739216203478e-06,False,1,Stable; pseudopotential not valid
6.7752176003981530e+15,1.4289034611669154e-06,True,True,7.1447107484873580e-07,5.0003862792187137e-01,3.5726173249542379e-07,1.7530758138314804e-06,False,1,Stable; pseudopotential not valid
7.1679486129016360e+15,1.4697355343050024e-06,True,True,7.3488770666844042e-07,5.0003865540691150e-01,3.6747077605954118e-07,1.8031693456792273e-06,False,1,Stable; pseudopotential not valid
7.5834445987652600e+15,1.5117310257733494e-06,True,True,7.5588606632355991e-07,5.0003868365318838e-01,3.7797070296755705e-07,1.8546942827823480e-06,False,1,Stable; pseudopotential not valid
8.0230251482316500e+15,1.5549244632564687e-06,True,True,7.7748341944069098e-07,5.0003871334404326e-01,3.8877014671196365e-07,1.9076915270483218e-06,False,1,Stable; pseudopotential not valid
8.4880863426678250e+15,1.5993550955985102e-06,True,True,7.9969938995652768e-07,5.0003874328889919e-01,3.9987891990761984e-07,1.9622031491424158e-06,False,1,Stable; pseudopotential not valid
8.9801051884355640e+15,1.6450628079272696e-06,True,True,8.2255392328774673e-07,5.0003877379860695e-01,4.1130699535414972e-07,2.0182724218845303e-06,False,1,Stable; pseudopotential not valid
9.5006443077747120e+15,1.6920674027102831e-06,True,True,8.4605691878233640e-07,5.0003880579996340e-01,4.2305932390636227e-07,2.0759438546003481e-06,False,1,Stable; pseudopotential not valid
1.0051356901597356e+16,1.7404217680328899e-06,True,True,8.7023482413810836e-07,5.0003883860269327e-01,4.3514912890239474e-07,2.1352632284540572e-06,False,1,Stable; pseudopotential not valid
1.0633991999954334e+16,1.7901430180311655e-06,True,True,8.9509619541250259e-07,5.0003887243617973e-01,4.4758068966999607e-07,2.1962776327906856e-06,False,1,Stable; pseudopotential not valid
1.1250400016849838e+16,1.8413016778415506e-06,True,True,9.2067629666950566e-07,5.0003890689745423e-01,4.6037163868077986e-07,2.2590355025169596e-06,False,1,Stable; pseudopotential not valid
1.1902538627043946e+16,1.8939147089215720e-06,True,True,9.4698360904093990e-07,5.0003894241234603e-01,4.7352621704195023e-07,2.3235866565501597e-06,False,1,Stable; pseudopotential not valid
1.2592478983511084e+16,1.9480332280413853e-06,True,True,9.7404369201117830e-07,5.0003897883989668e-01,4.8705720515559322e-07,2.3899823373658739e-06,False,1,Stable; pseudopotential not valid
1.3322412295296212e+16,2.0036965319885177e-06,True,True,1.0018761959631426e-06,5.0003901653795024e-01,5.0097442847622886e-07,2.4582752516755718e-06,False,1,Stable; pseudopotential not valid
1.4094656786663316e+16,2.0609584714128499e-06,True,True,1.0305080465840431e-06,5.0003905504303925e-01,5.1529135061403645e-07,2.5285196122666917e-06,False,1,Stable; pseudopotential not valid
1.4911665059636054e+16,2.1198401096302486e-06,True,True,1.0599497758975979e-06,5.0003909483095788e-01,5.3001323802399132e-07,2.6007711810382157e-06,False,1,Stable; pseudopotential not valid
1.5776031883314026e+16,2.1804134160417535e-06,True,True,1.0902373710536865e-06,5.0003913575341752e-01,5.4515808531560933e-07,2.6750873132660014e-06,False,1,Stable; pseudopotential not valid
1.6690502434703910e+16,2.2427280035819872e-06,True,True,1.1213956396425388e-06,5.0003917765284167e-01,5.6073829629290081e-07,2.7515270031330041e-06,False,1,Stable; pseudopotential not valid
1.7657981017234960e+16,2.3068135016264031e-06,True,True,1.1534393959509394e-06,5.0003922071107021e-01,5.7676127930139652e-07,2.8301509305603759e-06,False,1,Stable; pseudopotential not valid
1.8681540284653912e+16,2.3727258930236152e-06,True,True,1.1863966346586906e-06,5.0003926516148944e-01,5.9324103182192262e-07,2.9110215093770061e-06,False,1,Stable; pseudopotential not valid
1.9764430999586084e+16,2.4405215878669601e-06,True,True,1.2202955593987862e-06,5.0003931078404662e-01,6.1019165707581899e-07,2.9942029368651507e-06,False,1,Stable; pseudopotential not valid
2.0910092357764028e+16,2.5102596001745450e-06,True,True,1.2551656828135920e-06,5.0003935770824171e-01,6.2762791095765646e-07,3.0797612447221669e-06,False,1,Stable; pseudopotential not valid
2.2122162910704504e+16,2.5819896321374867e-06,True,True,1.2910318547761345e-06,5.0003940572351213e-01,6.4556221919098599e-07,3.1677643514781568e-06,False,1,Stable; pseudopotential not valid
2.3404492121529860e+16,2.6557692368223469e-06,True,True,1.3279228534652295e-06,5.0003945526047944e-01,6.6400897233721584e-07,3.2582821164116200e-06,False,1,Stable; pseudopotential not valid
2.4761152590631064e+16,2.7316542980626936e-06,True,True,1.3658666214819970e-06,5.0003950639433248e-01,6.8298214234844615e-07,3.3513863950056502e-06,False,1,Stable; pseudopotential not valid
2.6196452990001204e+16,2.8097117824607670e-06,True,True,1.4048966466511028e-06,5.0003955838651470e-01,7.0249847291160398e-07,3.4471510959887686e-06,False,1,Stable; pseudopotential not valid
2.7714951747319460e+16,2.8900017880580484e-06,True,True,1.4450429771768246e-06,5.0003961225643034e-01,7.2257298943302170e-07,3.5456522400057761e-06,False,1,Stable; pseudopotential not valid
2.9321471523240680e+16,2.9725815422594266e-06,True,True,1.4863342298190275e-06,5.0003966763597518e-01,7.4322000086704437e-07,3.6469680199648617e-06,False,1,Stable; pseudopotential not valid
3.1021114527878672e+16,3.0575187508459267e-06,True,True,1.5288042596535145e-06,5.0003972419078180e-01,7.6445643503601001e-07,3.7511788631095089e-06,False,1,Stable; pseudopotential not valid
3.2819278725114708e+16,3.1448893527894564e-06,True,True,1.5724910368029085e-06,5.0003978270402039e-01,7.8630127855239844e-07,3.8583674948635850e-06,False,1,Stable; pseudopotential not valid
3.4721674976209556e+16,3.2347536784043831e-06,True,True,1.6174247295439417e-06,5.0003984259914380e-01,8.0876961551423877e-07,3.9686190045012897e-06,False,1,Stable; pseudopotential not valid
3.6734345177152376e+16,3.3271856013876839e-06,True,True,1.6636422772690202e-06,5.0003990424348965e-01,8.3187991628001429e-07,4.0820209126931987e-06,False,1,Stable; pseudopotential not valid
3.8863681447359960e+16,3.4222589536600897e-06,True,True,1.7111805976549687e-06,5.0003996752983204e-01,8.5565064082017047e-07,4.1986632409826207e-06,False,1,Stable; pseudopotential not valid
4.1116446430663032e+16,3.5200479284379444e-06,True,True,1.7600767895828267e-06,5.0004003268554220e-01,8.8010033887365202e-07,4.3186385832471747e-06,False,1,Stable; pseudopotential not valid
4.3499794773055664e+16,3.6206320653711240e-06,True,True,1.8103706252132267e-06,5.0004009964202489e-01,9.0524889792792719e-07,4.4420421792023128e-06,False,1,Stable; pseudopotential not valid
4.6021295845422072e+16,3.7240886344607987e-06,True,True,1.8621007436025343e-06,5.0004016835992438e-01,9.3111563693157916e-07,4.5689719900053160e-06,False,1,Stable; pseudopotential not valid
4.8688957783399008e+16,3.8305052882917661e-06,True,True,1.9153109718382155e-06,5.0004023903112127e-01,9.5772247121934960e-07,4.6995287760193512e-06,False,1,Stable; pseudopotential not valid
5.1511252920738104e+16,3.9399600820810113e-06,True,True,1.9700403424717048e-06,5.0004031137992688e-01,9.8508891705211246e-07,4.8338161768000764e-06,False,1,Stable; pseudopotential not valid
5.4497144696921664e+16,4.0525427495593811e-06,True,True,2.0263337237293013e-06,5.0004038615946533e-01,1.0132374096143320e-06,4.9719407933672547e-06,False,1,Stable; pseudopotential not valid
5.7656116124513112e+16,4.1683422190050741e-06,True,True,2.0842355839712879e-06,5.0004046278358338e-01,1.0421901835713318e-06,5.1140122728278774e-06,False,1,Stable; pseudopotential not valid
6.0998199906629496e+16,4.2874486453712418e-06,True,True,2.1437910037155084e-06,5.0004054153695821e-01,1.0719697800681141e-06,5.2601433954168035e-06,False,1,Stable; pseudopotential not valid
6.4534010300204816e+16,4.4099626177113937e-06,True,True,2.2050502805325016e-06,5.0004062241332237e-01,1.1026013479074554e-06,5.4104501640249165e-06,False,1,Stable; pseudopotential not valid
6.8274776826230808e+16,4.5359800922282877e-06,True,True,2.2680613969148389e-06,5.0004070546166624e-01,1.1341088794809449e-06,5.5650518962853674e-06,False,1,Stable; pseudopotential not valid
7.2232379934039072e+16,4.6655908374987359e-06,True,True,2.3328692412303479e-06,5.0004079087509712e-01,1.1665148187126062e-06,5.7240713192911682e-06,False,1,Stable; pseudopotential not valid
7.6419388732896064e+16,4.7989071861153493e-06,True,True,2.3995299832808893e-06,5.0004087861660473e-01,1.1998472520850616e-06,5.8876346670194536e-06,False,1,Stable; pseudopotential not valid
8.0849100910731008e+16,4.9360370195565019e-06,True,True,2.4680975674648202e-06,5.0004096868947123e-01,1.2341331522547843e-06,6.0558717805391522e-06,False,1,Stable; pseudopotential not valid
8.5535584966801584e+16,5.0770793120848468e-06,True,True,2.5386214867793715e-06,5.0004106123952385e-01,1.2693972653375155e-06,6.2289162110828341e-06,False,1,Stable; pseudopotential not valid
9.0493724892390560e+16,5.2221568109831405e-06,True,True,2.6111631185106045e-06,5.0004115622989798e-01,1.3056702812008643e-06,6.4069053260628859e-06,False,1,Stable; pseudopotential not valid
9.5739267441476272e+16,5.3713773765069221e-06,True,True,2.6857763983768415e-06,5.0004125395373789e-01,1.3429791677393554e-06,6.5899804181179183e-06,False,1,Stable; pseudopotential not valid
1.0128887214146789e+17,5.5248619025907126e-06,True,True,2.7625217793476280e-06,5.0004135409556028e-01,1.3813541514933226e-06,6.7782868172744674e-06,False,1,Stable; pseudopotential not valid
1.0716016420286528e+17,5.6827346181205038e-06,True,True,2.8414613799437146e-06,5.0004145717863013e-01,1.4208262927097500e-06,6.9719740063140648e-06,False,1,Stable; pseudopotential not valid
1.1337179049586592e+17,5.8451144869175658e-06,True,True,2.9226546871549363e-06,5.0004156295482460e-01,1.4614253352393285e-06,7.1711957394367623e-06,False,1,Stable; pseudopotential not valid
1.1994347877170142e+17,6.0121379750581740e-06,True,True,3.0061699425665856e-06,5.0004167159008650e-01,1.5031853991166700e-06,7.3761101643153652e-06,False,1,Stable; pseudopotential not valid
1.2689610031679286e+17,6.1839314009469945e-06,True,True,3.0920703092800314e-06,5.0004178309434999e-01,1.5461380672527225e-06,7.5868799476375926e-06,False,1,Stable; pseudopotential not valid
1.3425173623868934e+17,6.3606342688921696e-06,True,True,3.1804255477400219e-06,5.0004189769958385e-01,1.5903182189294991e-06,7.8036724042349777e-06,False,1,Stable; pseudopotential not valid
1.4203374759435184e+17,6.5423871237493152e-06,True,True,3.2713059372152401e-06,5.0004201536884851e-01,1.6357609941180548e-06,8.0266596299024413e-06,False,1,Stable; pseudopotential not valid
1.5026684958344688e+17,6.7293337177980655e-06,True,True,3.3647833600997010e-06,5.0004213609152748e-01,1.6825023341890258e-06,8.2560186380121493e-06,False,1,Stable; pseudopotential not valid
1.5897719004234995e+17,6.9216224849001620e-06,True,True,3.4609320430780016e-06,5.0004226009925179e-01,1.7305793519525567e-06,8.4919315000320724e-06,False,1,Stable; pseudopotential not valid
1.6819243248808723e+17,7.1194053971126308e-06,True,True,3.5598279787122622e-06,5.0004238733791984e-01,1.7800300434791936e-06,8.7345854900589127e-06,False,1,Stable; pseudopotential not valid
1.7794184397600659e+17,7.3228394024408900e-06,True,True,3.6615496503051520e-06,5.0004251804088573e-01,1.8308936498335059e-06,8.9841732334816493e-06,False,1,Stable; pseudopotential not valid
1.8825638805018250e+17,7.5320866377465723e-06,True,True,3.7661781353551389e-06,5.0004265215445487e-01,1.8832107099190263e-06,9.2408928598927299e-06,False,1,Stable; pseudopotential not valid
1.9916882308176678e+17,7.7473139028628167e-06,True,True,3.8737968445262438e-06,5.0004278993220164e-01,1.9370229275257945e-06,9.5049481603688045e-06,False,1,Stable; pseudopotential not valid
2.1071380630761187e+17,7.9686893196356740e-06,True,True,3.9844898465509716e-06,5.0004293125835098e-01,1.9923723370974457e-06,9.7765487492458395e-06,False,1,Stable; pseudopotential not valid
2.2292800389955075e+17,8.1963928008731751e-06,True,True,4.0983471101670216e-06,5.0004307625648869e-01,2.0493039212346080e-06,1.0055910230516290e-05,False,1,Stable; pseudopotential not valid
2.3585020741397552e+17,8.4306011753501278e-06,True,True,4.2154570600440137e-06,5.0004322514817046e-01,2.1078618920282710e-06,1.0343254368982010e-05,False,1,Stable; pseudopotential not valid
2.4952145699146669e+17,8.6715035791284859e-06,True,True,4.3359142774894600e-06,5.0004337790508491e-01,2.1680935379349471e-06,1.0638809266296786e-05,False,1,Stable; pseudopotential not valid
2.6398517169781821e+17,8.9192849837003316e-06,True,True,4.4598112595593479e-06,5.0004353455248696e-01,2.2300451064224960e-06,1.0942809542039909e-05,False,1,Stable; pseudopotential not valid
2.7928728742037523e+17,9.1741525063798346e-06,True,True,4.5872515790950218e-06,5.0004369543108518e-01,2.2937683826700393e-06,1.1255496519963577e-05,False,1,Stable; pseudopotential not valid
2.9547640275764762e+17,9.4362992366044901e-06,True,True,4.7183317941993587e-06,5.0004386044505511e-01,2.3593116428404423e-06,1.1577118419562292e-05,False,1,Stable; pseudopotential not valid
3.1260393336553350e+17,9.7059370432877349e-06,True,True,4.8531578534831449e-06,5.0004402966180173e-01,2.4267278599926319e-06,1.1907930553116298e-05,False,1,Stable; pseudopotential not valid
3.3072427525034522e+17,9.9832802950037608e-06,True,True,4.9918369587494986e-06,5.0004420332515953e-01,2.4960706315469177e-06,1.2248195528365445e-05,False,1,Stable; pseudopotential not valid
3.4989497752726470e+17,1.0268548445279899e-05,True,True,5.1344788509875937e-06,5.0004438139978613e-01,2.5673948267399890e-06,1.2598183456974628e-05,False,1,Stable; pseudopotential not valid
3.7017692519283942e+17,1.0561967187306325e-05,True,True,5.2811963949628086e-06,5.0004456404447650e-01,2.6407568738071363e-06,1.2958172168955298e-05,False,1,Stable; pseudopotential not valid
3.9163453249210573e+17,1.0863770815509006e-05,True,True,5.4321067566366727e-06,5.0004475138255355e-01,2.7162153528416172e-06,1.3328447433215260e-05,False,1,Stable; pseudopotential not valid
4.1433594749432288e+17,1.1174198716077669e-05,True,True,5.5873296480555245e-06,5.0004494345027406e-01,2.7938301158226849e-06,1.3709303184409272e-05,False,1,Stable; pseudopotential not valid
4.3835326852715366e+17,1.1493496441937013e-05,True,True,5.7469878663727792e-06,5.0004514031352165e-01,2.8736625576136844e-06,1.4101041756272706e-05,False,1,Stable; pseudopotential not valid
4.6376277315661030e+17,1.1821917597234477e-05,True,True,5.9112082352607427e-06,5.0004534225574937e-01,2.9557760852188594e-06,1.4503974121622311e-05,False,1,Stable; pseudopotential not valid
4.9064516044001344e+17,1.2159724617565109e-05,True,True,6.0801219954374068e-06,5.0004554921597344e-01,3.0402363143031149e-06,1.4918420139214948e-05,False,1,Stable; pseudopotential not valid
5.1908580722134061e+17,1.2507182978004441e-05,True,True,6.2538619084237018e-06,5.0004576134449341e-01,3.1271096203252635e-06,1.5344708807660248e-05,False,1,Stable; pseudopotential not valid
5.4917503928293958e+17,1.2864570333416331e-05,True,True,6.4325668264637960e-06,5.0004597875736778e-01,3.2164654233218391e-06,1.5783178526588641e-05,False,1,Stable; pseudopotential not valid
5.8100841821479898e+17,1.3232168293021772e-05,True,True,6.6163775840549672e-06,5.0004620153924473e-01,3.3083741336053851e-06,1.6234177365282692e-05,False,1,Stable; pseudopotential not valid
6.1468704491235610e+17,1.3610271224534622e-05,True,True,6.8054413908348396e-06,5.0004642986712999e-01,3.4029093498317343e-06,1.6698063338982956e-05,False,1,Stable; pseudopotential not valid
6.5031788066692058e+17,1.3999177958692835e-05,True,True,6.9999076937498524e-06,5.0004666377763241e-01,3.5001457870597289e-06,1.7175204693091843e-05,False,1,Stable; pseudopotential not valid
6.8801408686824602e+17,1.4399197964076164e-05,True,True,7.1999312595514552e-06,5.0004690331493995e-01,3.6001608206777056e-06,1.7665980195495603e-05,False,1,Stable; pseudopotential not valid
7.2789538439831616e+17,1.4810647950684291e-05,True,True,7.4056704763725583e-06,5.0004714868391864e-01,3.7030336355551569e-06,1.8170779437241265e-05,False,1,Stable; pseudopotential not valid
7.7008843385765517e+17,1.5233854435303763e-05,True,True,7.6172886387665974e-06,5.0004740002658177e-01,3.8088458689979135e-06,1.8690003141804558e-05,False,1,Stable; pseudopotential not valid
8.1472723783176563e+17,1.5669154048764130e-05,True,True,7.8349541016054047e-06,5.0004765731531464e-01,3.9176816873395551e-06,1.9224063483195139e-05,False,1,Stable; pseudopotential not valid
8.6195356647530675e+17,1.6116890781382274e-05,True,True,8.0588388983206029e-06,5.0004792077683602e-01,4.0296270967865950e-06,1.9773384413151974e-05,False,1,Stable; pseudopotential not valid
9.1191740776549901e+17,1.6577422312107052e-05,True,True,8.2891219128659072e-06,5.0004819044589754e-01,4.1447715254065661e-06,2.0338401997687031e-05,False,1,Stable; pseudopotential not valid
9.6477744385501594e+17,1.7051113589700241e-05,True,True,8.5259856657251654e-06,5.0004846644644951e-01,4.2632062203525235e-06,2.0919564763247596e-05,False,1,Stable; pseudopotential not valid
1.0207015550368337e+18,1.7538339480306988e-05,True,True,8.7696176362841159e-06,5.0004874887255157e-01,4.3850249068286217e-06,2.1517334052767548e-05,False,1,Stable; pseudopotential not valid
1.0798673529220511e+18,1.8039487804340993e-05,True,True,9.0202117873735324e-06,5.0004903782267685e-01,4.5103245496427318e-06,2.2132184391895325e-05,False,1,Stable; pseudopotential not valid
1.1424627445235905e+18,1.8554955176789706e-05,True,True,9.2779664805110136e-06,5.0004933341825586e-01,4.6392043122344358e-06,2.2764603865684420e-05,False,1,Stable; pseudopotential not valid
1.2086865290376000e+18,1.9085152221352501e-05,True,True,9.5430870838082210e-06,5.0004963573624550e-01,4.7717668610849317e-06,2.3415094506049113e-05,False,1,Stable; pseudopotential not valid
1.2787490292177267e+18,1.9630498566941072e-05,True,True,9.8157834738800196e-06,5.0004994483923204e-01,4.9081171135542147e-06,2.4084172690291065e-05,False,1,Stable; pseudopotential not valid
1.3528727593475123e+18,2.0191427085757754e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.4312931319324201e+18,2.0768384100755659e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.5142592053556600e+18,2.1361826571897893e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.6020344748727944e+18,2.1972226277614998e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.6948977094566193e+18,2.2600066827595307e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.7931438371508301e+18,2.3245847582899535e-05,False,False,nan,nan,nan,nan,False,0,Unstable
1.8970848817435963e+18,2.3910080329412121e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.0070509537363963e+18,2.4593291844002517e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.1233912987550884e+18,2.5296025497849756e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.2464754067329787e+18,2.6018838767178302e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.3766941853887032e+18,2.6762305109831574e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.5144612017254072e+18,2.7527014012992937e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.6602139954949432e+18,2.8313573399793421e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.8144154687974676e+18,2.9122606737960109e-05,False,False,nan,nan,nan,nan,False,0,Unstable
2.9775553562309612e+18,2.9954756743268555e-05,False,False,nan,nan,nan,nan,False,0,Unstable
3.1501517802585999e+18,3.0810683357896756e-05,False,False,nan,nan,nan,nan,False,0,Unstable
3.3327528967346227e+18,3.1691066140757861e-05,False,False,nan,nan,nan,nan,False,0,Unstable
3.5259386358143068e+18,3.2596603342546731e-05,False,False,nan,nan,nan,nan,False,0,Unstable
3.7303225437772073e+18,3.3528014314271368e-05,False,False,nan,nan,nan,nan,False,0,Unstable
3.9465537316133632e+18,3.4486037225458496e-05,False,False,nan,nan,nan,nan,False,0,Unstable
4.1753189365603917e+18,3.5471433268554063e-05,False,False,nan,nan,nan,nan,False,0,Unstable
4.4173447031401006e+18,3.6484983361133765e-05,False,False,nan,nan,nan,nan,False,0,Unstable
4.6733996906196214e+18,3.7527493103099058e-05,False,False,nan,nan,nan,nan,False,0,Unstable
4.9442971142275052e+18,3.8599788630881980e-05,False,False,nan,nan,nan,nan,False,0,Unstable
5.2308973278759424e+18,3.9702720802423378e-05,False,False,nan,nan,nan,nan,False,0,Unstable
5.5341105565931889e+18,4.0837165749081861e-05,False,False,nan,nan,nan,nan,False,0,Unstable
5.8548997873434296e+18,4.2004022421395937e-05,False,False,nan,nan,nan,nan,False,0,Unstable
6.1942838274153708e+18,4.3204217489333002e-05,False,False,nan,nan,nan,nan,False,0,Unstable
6.5533405400931113e+18,4.4438702417665845e-05,False,False,nan,nan,nan,nan,False,0,Unstable
6.9332102678845041e+18,4.5708457519118643e-05,False,False,nan,nan,nan,nan,False,0,Unstable
7.3350994541811077e+18,4.7014489240971216e-05,False,False,nan,nan,nan,nan,False,0,Unstable
7.7602844748488991e+18,4.8357834226689259e-05,False,False,nan,nan,nan,nan,False,0,Unstable
